Type	FSWP-26
Version	3.01
Date	23.May 2025
VSupply	ON
Mode	Voltage
13.7447919846	-55.0066108704
13.7923927307	-55.2319946289
13.8401622772	-55.3921279907
13.8880929947	-55.4734458923
13.9361934662	-55.4779586792
13.9844570160	-55.4917564392
14.0328922272	-55.5282783508
14.0814905167	-55.6479339600
14.1302604675	-55.8275451660
14.1791963577	-56.0527305603
14.2283058167	-56.3022842407
14.2775802612	-56.5638580322
14.3270301819	-56.8367385864
14.3766469955	-57.1188735962
14.4264402390	-57.4045791626
14.4764013290	-57.6964797974
14.5265398026	-58.0060386658
14.5768480301	-58.3351669312
14.6273345947	-58.6794319153
14.6779909134	-59.0045814514
14.7288274765	-59.2608413696
14.7798366547	-59.4434623718
14.8310260773	-59.5658264160
14.8823881149	-59.6565437317
14.9339323044	-59.7698516846
14.9856519699	-59.9263763428
15.0375537872	-60.0892295837
15.0896310806	-60.2240028381
15.1418933868	-60.3046989441
15.1943330765	-60.3098297119
15.2469577789	-60.3148078918
15.2997608185	-60.3157386780
15.3527507782	-60.3251991272
15.4059200287	-60.3405990601
15.4592771530	-60.4004974365
15.5128154755	-60.5119400024
15.5665435791	-60.6775016785
15.6204538345	-60.8489112854
15.6745538712	-61.0142059326
15.7288379669	-61.1880111694
15.7833137512	-61.3899002075
15.8379745483	-61.6196174622
15.8928289413	-61.8230590820
15.9478731155	-61.9106216431
16.0031032562	-61.9267997742
16.0585289001	-61.9644203186
16.1141433716	-62.0946311951
16.1699523926	-62.3325614929
16.2259521484	-62.6318016052
16.2821502686	-62.9109916687
16.3385391235	-63.1047668457
16.3951263428	-63.2226982117
16.4519062042	-63.3456192017
16.5088863373	-63.5280532837
16.5660591125	-63.7937049866
16.6234340668	-64.1439056396
16.6810054779	-64.5669631958
16.7387790680	-64.6495437622
16.7967472076	-64.7521743774
16.8549232483	-64.8258285522
16.9132938385	-65.0293121338
16.9718723297	-65.1005249023
17.0306491852	-65.2021713257
17.0896339417	-65.4470367432
17.1488189697	-65.5754776001
17.2082138062	-65.5775527954
17.2678089142	-65.6734695435
17.3276138306	-66.0403442383
17.3876228333	-66.3914718628
17.4478435516	-66.6175155640
17.5082683563	-66.7730407715
17.5689086914	-66.9370803833
17.6297531128	-67.1737060547
17.6908130646	-67.5037765503
17.7520790100	-67.8917083740
17.8135623932	-68.2640380859
17.8752536774	-68.5616912842
17.9371643066	-68.7860183716
17.9992828369	-68.9864196777
18.0616226196	-69.2091293335
18.1241741180	-69.4520721436
18.1869468689	-69.5749435425
18.2499313354	-69.5928344727
18.3131389618	-69.6400833130
18.3765602112	-69.6768493652
18.4402065277	-69.7681274414
18.5040683746	-70.1829681396
18.5681571960	-70.6263732910
18.6324615479	-70.8992843628
18.6969947815	-70.9397888184
18.7617454529	-70.9508514404
18.8267250061	-70.9654769897
18.8919258118	-71.0690231323
18.9573574066	-71.3076477051
19.0230102539	-71.6374282837
19.0888957977	-71.9974746704
19.1550025940	-72.3258666992
19.2213459015	-72.6114501953
19.2879123688	-72.8967819214
19.3547153473	-73.2073440552
19.4217453003	-73.6359329224
19.4890098572	-73.9332122803
19.5565052032	-74.0047149658
19.6242370605	-74.0360488892
19.6921997070	-74.1306838989
19.7604026794	-74.2819137573
19.8288364410	-74.3465423584
19.8975124359	-74.5776977539
19.9664268494	-74.5808944702
20.0355739594	-74.6573410034
20.1049671173	-74.7503204346
20.1745929718	-75.1027297974
20.2444667816	-75.4782104492
20.3145771027	-75.5897598267
20.3849372864	-75.5955276489
20.4555339813	-75.6382980347
20.5263805389	-75.6458435059
20.5974674225	-75.6522445679
20.6688041687	-75.6656036377
20.7403850555	-75.7794799805
20.8122177124	-76.1428146362
20.8842945099	-76.5271530151
20.9566268921	-76.5821456909
21.0292034149	-76.5922851563
21.1020374298	-76.6534423828
21.1751174927	-76.7014846802
21.2484550476	-76.7820281982
21.3220424652	-76.8016357422
21.3958911896	-77.1471405029
21.4699878693	-77.4310455322
21.5443496704	-77.5247802734
21.6189613342	-77.5422592163
21.6938362122	-77.5689697266
21.7689666748	-77.5913543701
21.8443622589	-77.6549072266
21.9200134277	-78.0429992676
21.9959316254	-78.3307952881
22.0721073151	-78.5403366089
22.1485538483	-78.7051620483
22.2252578735	-79.0269241333
22.3022346497	-79.4369430542
22.3794708252	-79.6864700317
22.4569816589	-79.8989257813
22.5347537994	-80.2283935547
22.6128025055	-80.4427413940
22.6911144257	-80.4824600220
22.7697048187	-80.5165100098
22.8485603333	-80.5532989502
22.9276943207	-80.6704864502
23.0070972443	-80.9847793579
23.0867805481	-80.9907989502
23.1667346954	-81.0662155151
23.2469711304	-81.1081771851
23.3274803162	-81.2870025635
23.4082736969	-81.3380126953
23.4893398285	-81.5271911621
23.5706958771	-81.7994918823
23.6523246765	-81.8747863770
23.7342433929	-82.0110244751
23.8164386749	-82.2404861450
23.8989257813	-82.3876953125
23.9816932678	-82.4219970703
24.0647525787	-82.7639846802
24.1480922699	-82.9686584473
24.2317276001	-83.0219192505
24.3156471252	-83.0336608887
24.3998641968	-83.2184906006
24.4843635559	-83.2968673706
24.5691642761	-83.2989120483
24.6542530060	-83.4091873169
24.7396411896	-83.4384155273
24.8253192902	-83.4535751343
24.9113006592	-83.4573822021
24.9975719452	-83.6014938354
25.0841503143	-83.6989135742
25.1710281372	-83.7334518433
25.2581996918	-83.7526016235
25.3456802368	-84.0066680908
25.4334583282	-84.0780715942
25.5215454102	-84.1490097046
25.6099300385	-84.1530075073
25.6986293793	-84.3252105713
25.7876281738	-84.3855972290
25.8769435883	-84.4993209839
25.9665584564	-84.5749359131
26.0564937592	-84.6687164307
26.1467323303	-84.7564620972
26.2372894287	-84.8502807617
26.3281536102	-85.1993560791
26.4193401337	-85.2472381592
26.5108356476	-85.2609786987
26.6026535034	-85.2983016968
26.6947841644	-85.3596191406
26.7872409821	-85.4197845459
26.8800086975	-85.4941024780
26.9731063843	-85.5328369141
27.0665187836	-85.7300033569
27.1602630615	-85.7437057495
27.2543239594	-85.9192886353
27.3487186432	-85.9264297485
27.4434318542	-85.9665603638
27.5384807587	-86.3191757202
27.6338520050	-86.5782852173
27.7295608521	-86.5782852173
27.8255920410	-86.5782852173
27.9219646454	-86.5782852173
28.0186634064	-86.5782852173
28.1157054901	-86.5782852173
28.2130756378	-86.5782852173
28.3107891083	-86.5782852173
28.4088344574	-86.6312026978
28.5072269440	-86.6315078735
28.6059532166	-86.6315078735
28.7050285339	-86.6315078735
28.8044395447	-86.6315078735
28.9042015076	-86.6315078735
29.0043029785	-86.6315078735
29.1047573090	-86.6315078735
29.2055530548	-86.6312026978
29.3067054749	-86.5899810791
29.4081993103	-86.5899810791
29.5100536346	-86.5899810791
29.6122512817	-86.5899810791
29.7148113251	-86.5899810791
29.8177204132	-86.5899810791
29.9209918976	-86.5899810791
30.0246143341	-86.5899810791
30.1286029816	-86.5899810791
30.2329425812	-86.5899810791
30.3376541138	-86.3683624268
30.4427185059	-86.3296585083
30.5481548309	-85.9775161743
30.6539497375	-85.9731216431
30.7601184845	-85.5802459717
30.8666458130	-85.5450515747
30.9735507965	-85.2019271851
31.0808181763	-85.1213150024
31.1884651184	-84.8657226563
31.2964763641	-84.7450332642
31.4048690796	-84.5556030273
31.5136299133	-84.5190734863
31.6227760315	-84.4794006348
31.7322998047	-84.4428710938
31.8421955109	-84.2581863403
31.9524784088	-84.2436904907
32.0631370544	-84.1961822510
32.1741867065	-84.1889648438
32.2856101990	-83.9700469971
32.3974304199	-83.8366775513
32.5096282959	-83.7027664185
32.6222229004	-83.5356674194
32.7351989746	-83.4904327393
32.8485755920	-83.4838638306
32.9623374939	-83.3656768799
33.0764999390	-83.3518676758
33.1910514832	-82.5717086792
33.3060073853	-81.6299667358
33.4213523865	-80.8035202026
33.5371055603	-80.1463012695
33.6532516479	-80.1463012695
33.7698059082	-80.1463012695
33.8867568970	-80.1463012695
34.0041236877	-80.1463012695
34.1218833923	-80.1463012695
34.2400627136	-80.1463012695
34.3586425781	-80.1463012695
34.4776420593	-80.1463012695
34.5970458984	-80.1463012695
34.7168693542	-80.1463012695
34.8371009827	-80.1463012695
34.9577598572	-80.1463012695
35.0788230896	-80.1463012695
35.2003173828	-80.1463012695
35.3222236633	-80.1463012695
35.4445610046	-80.1463012695
35.5673103333	-80.1463012695
35.6904945374	-80.1463012695
35.8140983582	-80.1463012695
35.9381370544	-80.1463012695
36.0625991821	-80.1463012695
36.1875000000	-80.1463012695
36.3128242493	-80.1463012695
36.4385910034	-80.3137969971
36.5647850037	-80.9201354980
36.6914253235	-81.5527038574
36.8184928894	-81.9682846069
36.9460144043	-82.0302505493
37.0739631653	-82.1175842285
37.2023696899	-82.2259368896
37.3312072754	-82.2999191284
37.4605026245	-82.4334869385
37.5902328491	-82.4986038208
37.7204246521	-82.5225753784
37.8510589600	-83.2029190063
37.9821548462	-84.1506500244
38.1136932373	-85.3135375977
38.2456970215	-86.5648269653
38.3781509399	-87.2975234985
38.5110702515	-87.3590850830
38.6444396973	-87.4844818115
38.7782859802	-87.4949569702
38.9125823975	-87.5681228638
39.0473518372	-87.6315994263
39.1825790405	-87.6411972046
39.3182868958	-87.6798477173
39.4544525146	-87.8390655518
39.5911026001	-87.9114990234
39.7282142639	-87.9646530151
39.8658103943	-88.0355072021
40.0038833618	-88.2301025391
40.1424255371	-88.3449935913
40.2814559937	-88.3914794922
40.4209594727	-88.4621047974
40.5609550476	-88.5042037964
40.7014236450	-88.5216522217
40.8423919678	-88.5394973755
40.9838371277	-88.5394973755
41.1257820129	-88.5394973755
41.2682075500	-88.5713348389
41.4111366272	-88.6225433350
41.5545539856	-88.6454010010
41.6984748840	-88.7943725586
41.8428840637	-88.7987136841
41.9878044128	-88.8374938965
42.1332168579	-88.8853073120
42.2791442871	-88.9244537354
42.4255638123	-89.0744934082
42.5725021362	-89.1811294556
42.7199363708	-89.1933364868
42.8678970337	-89.2150573730
43.0163574219	-89.2952423096
43.1653404236	-89.3301315308
43.3148307800	-89.3473739624
43.4648475647	-89.3473739624
43.6153755188	-89.3473739624
43.7664337158	-89.3473739624
43.9180068970	-89.3473739624
44.0701141357	-89.3473739624
44.2227363586	-89.3473739624
44.3759002686	-89.3473739624
44.5295829773	-89.3473739624
44.6838073730	-89.3473739624
44.8385581970	-89.3301315308
44.9938507080	-89.2952423096
45.1496734619	-89.2718276978
45.3060493469	-89.2150573730
45.4629516602	-89.1933364868
45.6204109192	-89.1933364868
45.7784004211	-89.1933364868
45.9369544983	-89.1933364868
46.0960426331	-89.1933364868
46.2556915283	-89.1933364868
46.4158859253	-89.1811294556
46.5766448975	-88.8853073120
46.7379455566	-88.6454010010
46.8998222351	-88.5017547607
47.0622444153	-88.3724288940
47.2252426147	-88.3627014160
47.3887901306	-88.2234878540
47.5529212952	-88.1033782959
47.7176055908	-87.7650985718
47.8828735352	-87.7650985718
48.0486984253	-87.7650985718
48.2151145935	-87.7650985718
48.3820915222	-87.7650985718
48.5496597290	-87.7650985718
48.7177963257	-87.7650985718
48.8865280151	-87.7650985718
49.0558319092	-87.7650985718
49.2257347107	-87.7650985718
49.3962097168	-87.7650985718
49.5672912598	-87.6224212646
49.7389526367	-87.5378646851
49.9112205505	-87.5378646851
50.0840721130	-87.5378646851
50.2575378418	-87.5378646851
50.4316024780	-87.5378646851
50.6062545776	-87.4121780396
50.7815284729	-87.3398895264
50.9573936462	-87.3167572021
51.1338806152	-87.1509704590
51.3109664917	-87.1064376831
51.4886817932	-86.9310073853
51.6669960022	-86.6732711792
51.8459396362	-86.6231842041
52.0254936218	-86.6231842041
52.2056808472	-86.6231842041
52.3864784241	-86.6231842041
52.5679168701	-86.6231842041
52.7499694824	-86.6231842041
52.9326667786	-86.7174530029
53.1159820557	-86.9310073853
53.2999458313	-87.0760879517
53.4845352173	-87.3398895264
53.6697731018	-87.4121780396
53.8556442261	-87.5369567871
54.0421676636	-87.5378646851
54.2293281555	-87.9092178345
54.4171485901	-87.9294052124
54.6056022644	-87.9426727295
54.7947273254	-87.9494400024
54.9844932556	-88.1815567017
55.1749267578	-88.2470169067
55.3660087585	-88.5427322388
55.5577659607	-88.5547714233
55.7501716614	-88.7036972046
55.9432601929	-88.8957290649
56.1370010376	-88.9182434082
56.3314323425	-89.2164535522
56.5265159607	-89.2164535522
56.7222938538	-89.2164535522
56.9187316895	-89.2164535522
57.1158676147	-89.2164535522
57.3136711121	-89.2164535522
57.5121726990	-89.2164535522
57.7113494873	-89.2164535522
57.9112281799	-90.3752746582
58.1117858887	-91.3908462524
58.3130531311	-91.4917144775
58.5150032043	-91.7658157349
58.7176666260	-91.7898941040
58.9210166931	-92.1443328857
59.1250877380	-92.1526107788
59.3298454285	-92.1526107788
59.5353317261	-92.1526107788
59.7415161133	-92.1933822632
59.9484252930	-92.3021163940
60.1560401917	-92.4549484253
60.3643875122	-92.4973983765
60.5734405518	-92.4973983765
60.7832336426	-92.4973983765
60.9937362671	-92.4973983765
61.2049865723	-92.4973983765
61.4169502258	-92.4973983765
61.6296615601	-92.4973983765
61.8430976868	-92.4973983765
62.0572891235	-92.4973983765
62.2722053528	-92.4973983765
62.4878807068	-92.4973983765
62.7042884827	-92.4973983765
62.9214630127	-92.4973983765
63.1393852234	-92.4973983765
63.3580513000	-92.4549484253
63.5774879456	-92.4214706421
63.7976684570	-92.3021163940
64.0186309814	-92.1933822632
64.2403335571	-92.1526107788
64.4628295898	-92.1443328857
64.6860733032	-92.0292816162
64.9101104736	-92.0292816162
65.1349105835	-92.0292816162
65.3604965210	-92.0292816162
65.5868530273	-91.9855728149
65.8140106201	-91.8178100586
66.0419387817	-91.6241455078
66.2706680298	-91.4627532959
66.5001754761	-91.1234283447
66.7304992676	-91.1234283447
66.9616012573	-91.1149444580
67.1935195923	-91.1149444580
67.4262161255	-91.1149444580
67.6597442627	-91.1149444580
67.8940658569	-91.1149444580
68.1292114258	-91.1149444580
68.3651580811	-91.1149444580
68.6019363403	-91.1149444580
68.8395156860	-91.1149444580
69.0779418945	-91.1149444580
69.3171691895	-91.1149444580
69.5572433472	-91.1149444580
69.7981338501	-91.1149444580
70.0398788452	-91.1149444580
70.2824401855	-91.1149444580
70.5258560181	-91.1149444580
70.7701034546	-91.1149444580
71.0152130127	-91.1149444580
71.2611465454	-91.1149444580
71.5079574585	-91.1234283447
71.7555999756	-91.1305007935
72.0041275024	-91.2471771240
72.2534866333	-91.2471771240
72.5037384033	-91.1305007935
72.7548294067	-91.1149444580
73.0068130493	-91.1149444580
73.2596511841	-91.1149444580
73.5133819580	-91.1149444580
73.7679672241	-91.1149444580
74.0234603882	-91.1149444580
74.2798156738	-91.1149444580
74.5370788574	-91.1149444580
74.7952194214	-91.1149444580
75.0542678833	-91.1149444580
75.3141937256	-91.1149444580
75.5750427246	-91.1149444580
75.8367691040	-91.1149444580
76.0994262695	-91.1149444580
76.3629760742	-91.1149444580
76.6274566650	-91.1149444580
76.8928298950	-91.1149444580
77.1591415405	-91.1305007935
77.4263610840	-91.2471771240
77.6945190430	-91.2471771240
77.9635925293	-91.3972778320
78.2336120605	-91.4875869751
78.5045547485	-91.5519256592
78.7764511108	-91.7590713501
79.0492630005	-91.8753738403
79.3230514526	-91.8753738403
79.5977783203	-91.8753738403
79.8734436035	-91.8753738403
80.1500778198	-91.8753738403
80.4276504517	-91.8753738403
80.7062149048	-91.8753738403
80.9857101440	-91.8753738403
81.2662048340	-91.8753738403
81.5476379395	-91.8753738403
81.8300781250	-91.8753738403
82.1134719849	-91.8753738403
82.3978652954	-91.8753738403
82.6832275391	-91.8753738403
82.9695968628	-91.8753738403
83.2569351196	-91.8753738403
83.5452880859	-91.8753738403
83.8346252441	-91.8753738403
84.1249771118	-91.8753738403
84.4163208008	-91.8753738403
84.7086944580	-91.8753738403
85.0020523071	-91.9902114868
85.2964553833	-92.6203689575
85.5918502808	-92.7717514038
85.8882904053	-92.7717514038
86.1857376099	-92.7717514038
86.4842376709	-92.7717514038
86.7837524414	-92.7717514038
87.0843200684	-92.7717514038
87.3859100342	-92.7717514038
87.6885681152	-92.7717514038
87.9922485352	-92.7717514038
88.2970046997	-92.7717514038
88.6027908325	-92.7717514038
88.9096679688	-92.7717514038
89.2175750732	-92.7717514038
89.5265808105	-92.7717514038
89.8366241455	-92.7717514038
90.1477661133	-92.7717514038
90.4599685669	-92.7717514038
90.7732696533	-92.8613967896
91.0876312256	-93.2200317383
91.4031143188	-93.3269729614
91.7196578979	-93.3572845459
92.0373229980	-93.5288848877
92.3560638428	-93.5866165161
92.6759338379	-93.8845825195
92.9968872070	-94.5956268311
93.3189773560	-94.6296005249
93.6421585083	-94.6862106323
93.9664840698	-94.7600784302
94.2919082642	-94.8189010620
94.6184844971	-94.8959960938
94.9461669922	-94.9706726074
95.2750091553	-94.9706726074
95.6049652100	-94.9706726074
95.9360885620	-94.9706726074
96.2683258057	-94.9706726074
96.6017532349	-94.9706726074
96.9363021851	-94.9706726074
97.2720336914	-95.0848159790
97.6089019775	-95.0848159790
97.9469680786	-95.0848159790
98.2861785889	-95.0848159790
98.6265869141	-95.0848159790
98.9681472778	-95.0848159790
99.3109207153	-95.0848159790
99.6548461914	-95.0848159790
100.0000000000	-95.0848159790
100.3463439941	-95.3274765015
100.6938934326	-95.5262451172
101.0425872803	-95.5430374146
101.3925399780	-95.5496215820
101.7437057495	-95.5681533813
102.0960922241	-95.5967941284
102.4496383667	-95.6209564209
102.8044738770	-95.6218414307
103.1605300903	-95.6425704956
103.5178222656	-95.6550598145
103.8762969971	-95.6550598145
104.2360610962	-95.6550598145
104.5970840454	-95.6550598145
104.9593505859	-95.6550598145
105.3228149414	-95.6550598145
105.6875915527	-95.6550598145
106.0536346436	-95.6550598145
106.4209518433	-95.6550598145
106.7894744873	-95.6550598145
107.1593322754	-95.6425704956
107.5304794312	-95.6218414307
107.9029006958	-95.6209564209
108.2765579224	-95.5967941284
108.6515731812	-95.5967941284
109.0278854370	-95.5967941284
109.4054946899	-95.5967941284
109.7843551636	-95.6209564209
110.1645889282	-95.6218414307
110.5461349487	-95.6425704956
110.9290084839	-95.6550598145
111.3131484985	-95.6550598145
111.6986770630	-95.6550598145
112.0855407715	-95.6550598145
112.4737396240	-95.6550598145
112.8632278442	-95.6550598145
113.2541198730	-95.6550598145
113.6463699341	-95.6550598145
114.0399856567	-95.6550598145
114.4348907471	-95.6218414307
114.8312301636	-95.6209564209
115.2289428711	-95.5967941284
115.6280364990	-95.5967941284
116.0284423828	-95.5967941284
116.4303054810	-95.5967941284
116.8335571289	-95.5967941284
117.2382049561	-95.5886154175
117.6441879272	-95.4528427124
118.0516433716	-95.0525054932
118.4605102539	-94.9438858032
