Type	FSWP-26
Version	3.01
Date	17.Jun 2025
VSupply	ON
Mode	Voltage
151418.8906250000	-108.1108627319
151943.3281250000	-108.1294479370
152469.5781250000	-108.1435470581
152997.6406250000	-108.1733856201
153527.5468750000	-108.2018966675
154059.2812500000	-108.1820373535
154592.6875000000	-108.0699081421
155128.1093750000	-107.8697586060
155665.3906250000	-107.6481246948
156204.5312500000	-107.4974594116
156745.5468750000	-107.4836120605
157288.4218750000	-107.6138687134
157833.1875000000	-107.8333740234
158379.8281250000	-108.0495223999
158928.3750000000	-108.1945419312
159478.6406250000	-108.1621856689
160030.9843750000	-108.0966720581
160585.2500000000	-108.0347366333
161141.4218750000	-107.9593582153
161699.5312500000	-107.8280181885
162259.5781250000	-107.6116714478
162821.5468750000	-107.3337783813
163385.4687500000	-107.0716400146
163951.1718750000	-106.9148788452
164519.0156250000	-106.9950942993
165088.8125000000	-107.3176727295
165660.5937500000	-107.5546722412
166234.3437500000	-107.7107925415
166810.0937500000	-107.7694549561
167387.8281250000	-107.7625961304
167967.5781250000	-107.7324218750
168549.1406250000	-107.7039337158
169132.9062500000	-107.6701126099
169718.6875000000	-107.6291351318
170306.5000000000	-107.5926513672
170896.3437500000	-107.5565948486
171488.2343750000	-107.5310287476
172082.1718750000	-107.5211715698
172678.1718750000	-107.5238876343
173276.0468750000	-107.5227737427
173876.1875000000	-107.5205612183
174478.3906250000	-107.5305709839
175082.6875000000	-107.5609512329
175689.0781250000	-107.6335525513
176297.5781250000	-107.6970367432
176908.1718750000	-107.7134323120
177520.8906250000	-107.7091064453
178135.5312500000	-107.6907272339
178752.4843750000	-107.5511703491
179371.5937500000	-106.6673049927
179992.8437500000	-104.6860198975
180616.2343750000	-101.7708282471
181241.7968750000	-98.8036727905
181869.5156250000	-95.3387756348
182499.4062500000	-93.4600524902
183131.2812500000	-93.1162185669
183765.5468750000	-93.5002975464
184402.0156250000	-95.4305572510
185040.6875000000	-98.9372177124
185681.5625000000	-101.8992156982
186324.6718750000	-104.7586288452
186969.9843750000	-106.9896392822
187617.5468750000	-107.5184783936
188267.1562500000	-107.5355987549
188919.2031250000	-107.5185241699
189573.5156250000	-107.4692230225
190230.0937500000	-107.4101028442
190888.9531250000	-107.3357772827
191550.0937500000	-107.2260284424
192213.5156250000	-107.1445388794
192879.2343750000	-107.1019363403
193547.0468750000	-107.0224456787
194217.3906250000	-106.9479293823
194890.0468750000	-106.9373931885
195565.0468750000	-106.9878234863
196242.3750000000	-107.0466842651
196922.0468750000	-107.0633087158
197604.0781250000	-107.0785522461
198288.4843750000	-107.1111602783
198975.0156250000	-107.1342010498
199664.1562500000	-107.1121749878
200355.6875000000	-106.9973144531
201049.6093750000	-106.8683700562
201745.9375000000	-106.7054519653
202444.6718750000	-106.6786727905
203145.8281250000	-106.8185348511
203849.4218750000	-106.9353179932
204555.4375000000	-106.9073791504
205263.6875000000	-106.7489852905
205974.6093750000	-106.6270980835
206688.0000000000	-106.6699752808
207403.8437500000	-106.7827835083
208122.1875000000	-106.8273468018
208843.0000000000	-106.8014907837
209566.3125000000	-106.7512435913
210292.1406250000	-106.7791519165
211020.2500000000	-106.8701705933
211751.1093750000	-106.9419937134
212484.5000000000	-106.9443206787
213220.4218750000	-106.9138107300
213958.9062500000	-106.8517761230
214699.9375000000	-106.6738128662
215443.5468750000	-106.0163650513
216189.7343750000	-105.0174713135
216938.2500000000	-104.2047271729
217689.6093750000	-104.0259933472
218443.5625000000	-104.6724166870
219200.1406250000	-105.6557159424
219959.3281250000	-106.3077087402
220721.1406250000	-106.5032119751
221485.5937500000	-106.3992996216
222252.7031250000	-106.0508728027
223022.2187500000	-104.9637908936
223794.6562500000	-103.5039749146
224569.7500000000	-102.4242095947
225347.5468750000	-102.2118530273
226128.0156250000	-103.0919342041
226911.2031250000	-104.4945983887
227697.0937500000	-105.4211349487
228485.7187500000	-105.6374664307
229276.8125000000	-105.5825271606
230070.9062500000	-105.2412338257
230867.7500000000	-104.2083129883
231667.3437500000	-102.7551498413
232469.7187500000	-101.8771514893
233274.8593750000	-102.1296081543
234082.7968750000	-103.7680587769
234893.5312500000	-105.2849273682
235706.8281250000	-106.0535736084
236523.1875000000	-106.3473358154
237342.3750000000	-106.4553146362
238164.3906250000	-106.2947616577
238989.2656250000	-105.8609924316
239816.9843750000	-104.5558624268
240647.5937500000	-100.1627960205
241481.0625000000	-92.6059875488
242317.1562500000	-85.7748489380
243156.4062500000	-82.7150039673
243998.5625000000	-81.4101409912
244843.6406250000	-82.1693725586
245691.6562500000	-84.7281341553
246542.5937500000	-88.9353942871
247396.4843750000	-97.3657150269
248253.3281250000	-104.3517761230
249112.8593750000	-106.0945053101
249975.6562500000	-106.4918518066
250841.4375000000	-106.5116958618
251710.2187500000	-106.4242095947
252582.0000000000	-106.2075271606
253456.8125000000	-105.1318969727
254334.6406250000	-103.7858276367
255215.5156250000	-102.7762756348
256099.4531250000	-102.8197708130
256986.1562500000	-104.2310638428
257876.2187500000	-105.1979980469
258769.3593750000	-105.2706909180
259665.5937500000	-105.1687088013
260564.9375000000	-105.0676727295
261467.3906250000	-104.1992263794
262372.9687500000	-102.7770462036
263281.6875000000	-101.8832092285
264193.2500000000	-102.7903060913
265108.2812500000	-104.8133773804
266026.4687500000	-105.9739913940
266947.8437500000	-106.2799835205
267872.4062500000	-106.2305526733
268800.1562500000	-105.4444732666
269731.1562500000	-103.9468612671
270665.3437500000	-103.1896438599
271602.4687500000	-103.5655822754
272543.1562500000	-104.6207962036
273487.0937500000	-105.8476943970
274434.3125000000	-106.1591415405
275384.8125000000	-106.2247467041
276338.5937500000	-106.2851562500
277295.6875000000	-106.1539688110
278256.0625000000	-106.0213241577
279219.5000000000	-106.0795745850
280186.5625000000	-106.2435150146
281156.9687500000	-106.3896560669
282130.7500000000	-106.4322128296
283107.9062500000	-106.4826278687
284088.4375000000	-106.3932495117
285072.3437500000	-106.0600967407
286059.6875000000	-105.8598632813
287050.1250000000	-106.0609817505
288044.3125000000	-106.1928176880
289041.9375000000	-103.8372268677
290043.0312500000	-97.9992752075
291047.5625000000	-93.3657760620
292055.5937500000	-91.4389648438
293067.1250000000	-92.3157577515
294082.1562500000	-95.9735488892
295100.3750000000	-101.7868118286
296122.4375000000	-105.9346389771
297148.0312500000	-106.5698089600
298177.1875000000	-106.5149536133
299209.9062500000	-106.3853073120
300246.2187500000	-100.5182571411
301286.1250000000	-100.2245101929
302329.5937500000	-99.7461013794
303376.3750000000	-99.2724990845
304427.0937500000	-99.0302429199
305481.4687500000	-98.9873886108
306539.5000000000	-99.2335815430
307601.1875000000	-99.8263549805
308666.5312500000	-100.6245269775
309735.5937500000	-101.6268615723
310808.3437500000	-102.8137741089
311884.4687500000	-103.9504241943
312964.6875000000	-104.9913330078
314048.6250000000	-105.7155075073
315136.3125000000	-106.1436920166
316227.7812500000	-106.3920211792
317323.0000000000	-106.4926147461
318422.0312500000	-106.5209045410
319524.8750000000	-106.5334701538
320631.5312500000	-106.5353546143
321741.6875000000	-106.5301132202
322856.0312500000	-106.5214843750
323974.2187500000	-106.5126647949
325096.2812500000	-106.5051498413
326222.2500000000	-106.5033187866
327352.0937500000	-106.5063323975
328485.8750000000	-106.5115280151
329623.5625000000	-106.5167999268
330764.8437500000	-106.5078506470
331910.4062500000	-106.4717025757
333059.9687500000	-106.4015045166
334213.5312500000	-106.2904586792
335371.0625000000	-106.1239166260
336532.5937500000	-105.9389266968
337698.1562500000	-105.7521133423
338867.7500000000	-105.5756683350
340041.0312500000	-105.4233551025
341218.7500000000	-105.2800521851
342400.5625000000	-105.1356658936
343586.4375000000	-104.9896926880
344776.4375000000	-104.8491592407
345970.5625000000	-104.7568893433
347168.8125000000	-104.7291564941
348371.2187500000	-104.7713851929
349577.4062500000	-104.8817367554
350788.1250000000	-105.0478439331
352003.0625000000	-105.2099533081
353222.2187500000	-105.2714080811
354445.5937500000	-105.0466384888
355673.1875000000	-104.2942962646
356905.0625000000	-102.5305099487
358141.1875000000	-100.0795745850
359381.1875000000	-97.5525436401
360625.9062500000	-95.2224578857
361874.9062500000	-93.2670974731
363128.2500000000	-91.7773056030
364385.9062500000	-90.8768157959
365647.9375000000	-90.4547042847
366914.3437500000	-90.5154418945
368185.1562500000	-91.0644454956
369459.9375000000	-92.1066207886
370739.5312500000	-93.6698150635
372023.5937500000	-95.7924652100
373312.0625000000	-98.2576293945
374605.0312500000	-100.7588348389
375902.4375000000	-102.8581161499
377204.3750000000	-104.2091140747
378510.7812500000	-104.7908782959
379821.3437500000	-105.0096054077
381136.8125000000	-105.1839599609
382456.8750000000	-105.3562164307
383781.5000000000	-105.5219573975
385110.7187500000	-105.6740875244
386444.5312500000	-105.8074264526
387782.9687500000	-105.9147033691
389126.0312500000	-105.9825973511
390473.3125000000	-105.9959716797
391825.6875000000	-105.9764099121
393182.7812500000	-105.9531021118
394544.5312500000	-105.9475860596
395911.0312500000	-105.9660186768
397282.2500000000	-105.9988479614
398658.2187500000	-106.0269088745
400038.9375000000	-106.0304946899
401424.4687500000	-105.9967117310
402814.3437500000	-105.9227905273
404209.4687500000	-105.8196029663
405609.4375000000	-105.7149505615
407014.2500000000	-105.6321563721
408423.9062500000	-105.5803451538
409838.4687500000	-105.5485916138
411257.9375000000	-105.5143356323
412682.3125000000	-105.4575729370
414111.1562500000	-105.3473434448
415545.4062500000	-105.0574417114
416984.6250000000	-104.2700195313
418428.8437500000	-102.6247940063
419878.0625000000	-100.2061462402
421332.2812500000	-97.6233749390
422791.5312500000	-95.3905029297
424255.8750000000	-93.7302551270
425724.7812500000	-92.7148132324
427199.2500000000	-92.3868865967
428678.8437500000	-92.7324066162
430163.5625000000	-93.7526626587
431653.4062500000	-95.4374771118
433148.4062500000	-97.7230606079
434648.5937500000	-100.3785400391
436154.0000000000	-102.8232116699
437664.1250000000	-104.3206634521
439179.9375000000	-104.7844314575
440701.0312500000	-104.6865158081
442227.3750000000	-104.3067398071
443759.0000000000	-103.8615341187
445295.9375000000	-103.3576812744
446838.2187500000	-102.8673934937
448385.8125000000	-102.4479598999
449938.2812500000	-102.0359039307
451496.6250000000	-101.3237686157
453060.3437500000	-99.8907775879
454629.5000000000	-97.7789077759
456204.0937500000	-95.5337600708
457784.1562500000	-93.6115417480
459369.6562500000	-92.1856079102
460960.6562500000	-91.2290039063
462556.6562500000	-90.5779342651
464158.7187500000	-90.0031967163
465766.3125000000	-89.3669738770
467379.4687500000	-88.7411117554
468998.2187500000	-88.3080520630
470622.5625000000	-88.1853103638
472252.5625000000	-88.5097503662
473888.1875000000	-88.9313354492
475528.9375000000	-88.5401306152
477175.9062500000	-86.1888427734
478828.5937500000	-82.0446090698
480487.0000000000	-77.8100585938
482151.1250000000	-74.2672195435
483821.0312500000	-71.5541610718
485496.7500000000	-69.6571197510
487178.2187500000	-68.5445327759
488865.0000000000	-68.1944427490
490558.1875000000	-69.1438751221
492257.1875000000	-71.7178192139
493962.1250000000	-74.4827041626
495672.9375000000	-78.0679855347
497389.6562500000	-82.3110046387
499112.3437500000	-86.3929214478
500841.0000000000	-88.7537918091
502575.6562500000	-89.4399719238
504315.7500000000	-89.7380599976
506062.4062500000	-90.0429306030
507815.1250000000	-90.3867492676
509573.9375000000	-90.8761291504
511338.8125000000	-91.4245300293
513109.8125000000	-91.9186172485
514886.9375000000	-92.6565399170
516670.2500000000	-93.8844833374
518459.1250000000	-95.2671432495
520254.7812500000	-97.0968322754
522056.6562500000	-99.1689300537
523864.7812500000	-101.0364303589
525679.1875000000	-102.5704193115
527499.8125000000	-103.3644409180
529326.8125000000	-103.8861618042
531160.1250000000	-104.4631500244
532999.1875000000	-104.9698944092
534845.1875000000	-105.4068450928
536697.6250000000	-105.5607757568
538556.4375000000	-105.2839965820
540421.6875000000	-104.1642379761
542293.4375000000	-100.5754852295
544171.6250000000	-97.2149734497
546056.3125000000	-95.5131454468
547947.0000000000	-94.4870834351
549844.7500000000	-94.1650848389
551749.1250000000	-95.0661849976
553660.0625000000	-97.4239578247
555577.6875000000	-99.7819213867
557501.8750000000	-102.4141998291
559432.7500000000	-105.2302246094
561370.3125000000	-106.2923660278
563314.0000000000	-106.4049911499
565265.0000000000	-106.5456161499
567222.7500000000	-106.7347488403
569187.3125000000	-106.8720855713
571158.6875000000	-106.9846267700
573136.8750000000	-107.0433959961
575121.8750000000	-106.9985580444
577113.8125000000	-106.9237976074
579112.0000000000	-106.7191696167
581117.6875000000	-106.4159317017
583130.3750000000	-106.2259140015
585150.0000000000	-106.1825637817
587176.6875000000	-106.4423370361
589210.3125000000	-106.7440109253
591251.0000000000	-107.1428833008
593298.8125000000	-107.3659667969
595353.0000000000	-107.4001235962
597415.0000000000	-107.3774795532
599484.1250000000	-107.2473526001
601560.3750000000	-106.8283920288
603643.8750000000	-105.0019226074
605734.5625000000	-102.6412124634
607832.5000000000	-100.7894287109
609937.6875000000	-100.0832443237
612049.5000000000	-100.4188156128
614169.3125000000	-102.0085830688
616296.4375000000	-104.4860687256
618431.0000000000	-106.0475006104
620572.8750000000	-107.2548446655
622722.1875000000	-107.5429382324
624879.0000000000	-107.5089416504
627043.2500000000	-107.4901733398
629214.2500000000	-107.5448760986
631393.5000000000	-107.6633148193
633580.3125000000	-107.7641296387
635774.6875000000	-107.8968658447
637976.6875000000	-107.9935913086
640186.2500000000	-108.0445251465
642403.5625000000	-108.0625991821
644628.5000000000	-108.0760803223
646861.1250000000	-108.1306915283
649100.7500000000	-108.2377014160
651348.8750000000	-108.3299407959
653604.8125000000	-108.3227767944
655868.5625000000	-108.2311172485
658140.1250000000	-108.0963821411
660419.5625000000	-107.8914337158
662706.8750000000	-107.0652542114
665002.1250000000	-105.3614349365
667304.6250000000	-103.2042617798
669615.8125000000	-101.7849578857
671935.0000000000	-101.6687774658
674262.1875000000	-102.7085418701
676597.5000000000	-104.7267913818
678940.8125000000	-106.8628921509
681292.3125000000	-107.7935791016
683651.9375000000	-108.0323486328
686019.0000000000	-108.1317291260
688395.0000000000	-108.2771530151
690779.1875000000	-108.4147644043
693171.6875000000	-108.5251159668
695572.4375000000	-108.5483169556
697981.5625000000	-108.5180435181
700398.9375000000	-108.4652481079
702824.7500000000	-108.4364700317
705258.1875000000	-108.4606857300
707700.8125000000	-108.5323410034
710151.9375000000	-108.6014556885
712611.5000000000	-108.6137771606
715079.5625000000	-108.6013259888
717556.2500000000	-108.5192794800
720041.4375000000	-108.3190994263
722535.3125000000	-106.8801956177
725036.9375000000	-103.6161422729
727548.0625000000	-99.4749526978
730067.9375000000	-96.1135482788
732596.5000000000	-95.2739486694
735133.8125000000	-96.1665039063
737679.8750000000	-99.5808105469
740234.8125000000	-103.6755981445
742798.5625000000	-106.6640090942
745370.4375000000	-107.8624343872
747952.0000000000	-108.0679092407
750542.4375000000	-108.2157974243
753141.9375000000	-108.3330841064
755750.4375000000	-108.4383239746
758367.9375000000	-108.4989013672
760994.5000000000	-108.6183090210
763630.1875000000	-108.8590240479
766274.1250000000	-109.0276870728
768928.0625000000	-109.0494232178
771591.1875000000	-109.0345306396
774263.5625000000	-109.0360946655
776945.1875000000	-108.9674835205
779636.1250000000	-108.8391189575
782336.3750000000	-108.6838684082
785045.9375000000	-108.0252151489
787764.0625000000	-106.0275955200
790492.4375000000	-104.3482513428
793230.2500000000	-103.5082397461
795977.5625000000	-104.1231231689
798734.4375000000	-106.4391174316
801500.8125000000	-108.6929168701
804276.7500000000	-109.3528137207
807062.3125000000	-109.3926086426
809857.5625000000	-109.4209899902
812661.5625000000	-109.4644393921
815476.1875000000	-109.5236740112
818300.5625000000	-109.6542587280
821134.6875000000	-109.8148193359
823978.6875000000	-109.8926010132
826832.5000000000	-109.8989105225
829696.1875000000	-109.8294982910
832569.8125000000	-109.6717300415
835452.4375000000	-109.4715805054
838346.0000000000	-109.3341751099
841249.5625000000	-109.2839202881
844163.1875000000	-108.5775604248
847086.9375000000	-105.1266250610
850020.7500000000	-101.1002273560
852964.7500000000	-99.3435592651
855919.0000000000	-99.1919479370
858882.4375000000	-101.1803894043
861857.1875000000	-105.2729873657
864842.1875000000	-108.8072662354
867837.5000000000	-109.5828018188
870843.2500000000	-109.6133499146
873859.3750000000	-109.6401596069
876885.9375000000	-109.7071838379
879923.0000000000	-109.7819213867
882969.5625000000	-109.8820495605
886027.6875000000	-109.9847030640
889096.4375000000	-109.9766311646
892175.7500000000	-109.8455047607
895265.7500000000	-109.7256164551
898366.5000000000	-109.8023147583
901477.9375000000	-110.0110855103
904600.1875000000	-109.8925247192
907732.1875000000	-107.7309036255
910876.1250000000	-103.3817367554
914030.8750000000	-99.9645690918
917196.5625000000	-100.2927093506
920373.2500000000	-103.4828033447
923560.9375000000	-107.8997573853
926759.6250000000	-110.0746688843
929969.4375000000	-110.1597900391
933189.3125000000	-109.8367538452
936421.3750000000	-109.4193572998
939664.6250000000	-109.0303649902
942919.0625000000	-106.8017578125
946184.8750000000	-103.2051086426
949461.9375000000	-101.2576751709
952750.3125000000	-99.7744674683
956050.1250000000	-98.4861221313
959360.3125000000	-98.3736801147
962683.0000000000	-99.2495574951
966017.2500000000	-93.7384109497
969363.0000000000	-84.1224822998
972720.3125000000	-78.8856658936
976089.3125000000	-76.7205657959
979469.9375000000	-78.1700820923
982862.3125000000	-84.2221069336
986265.3125000000	-92.3334503174
989681.1875000000	-98.0561370850
993108.9375000000	-98.7577743530
996548.5000000000	-99.3109817505
1000000.0000000000	-90.1454162598
1003463.4375000000	-92.7973403931
1006938.8750000000	-95.6203842163
1010426.3750000000	-98.6600570679
1013925.9375000000	-101.5119323730
1017436.5000000000	-103.6304016113
1020960.3750000000	-104.9936599731
1024496.4375000000	-105.5194931030
1028044.6875000000	-105.5502548218
1031605.3125000000	-105.4167022705
1035178.1875000000	-105.3690261841
1038763.5000000000	-105.4381484985
1042361.2500000000	-105.7500915527
1045970.2500000000	-106.3055801392
1049592.8750000000	-107.0054016113
1053228.1250000000	-107.9336395264
1056875.8750000000	-108.8572845459
1060536.3750000000	-109.7291488647
1064209.5000000000	-110.3698730469
1067895.3750000000	-110.8551712036
1071594.0000000000	-110.9188919067
1075304.1250000000	-110.8623123169
1079028.5000000000	-110.5789184570
1082765.6250000000	-110.2055816650
1086515.7500000000	-109.7862472534
1090278.8750000000	-109.4371871948
1094055.0000000000	-109.1831588745
1097844.1250000000	-109.0695495605
1101646.5000000000	-109.1904525757
1105460.7500000000	-109.4184646606
1109289.5000000000	-109.8417816162
1113131.5000000000	-110.3127822876
1116986.7500000000	-110.8148269653
1120855.3750000000	-111.2044830322
1124737.3750000000	-111.5030593872
1128632.8750000000	-111.6833724976
1132541.8750000000	-111.7032928467
1136463.1250000000	-111.6575088501
1140399.2500000000	-111.5191345215
1144348.8750000000	-111.3213577271
1148312.3750000000	-111.1068801880
1152289.5000000000	-110.9011154175
1156280.3750000000	-110.7696228027
1160285.1250000000	-110.6975708008
1164303.6250000000	-110.7603454590
1168334.8750000000	-110.9098892212
1172381.3750000000	-111.1162796021
1176441.8750000000	-111.3716964722
1180516.3750000000	-111.5944747925
1184605.1250000000	-111.7736053467
1188707.8750000000	-111.7897567749
1192824.8750000000	-111.5861663818
1196956.2500000000	-111.2002105713
1201100.5000000000	-110.5069885254
1205260.5000000000	-109.7285232544
1209434.8750000000	-108.9565048218
1213623.6250000000	-108.3391494751
1217827.0000000000	-108.0310287476
1222044.8750000000	-107.9647750854
1226277.3750000000	-108.2167816162
1230524.5000000000	-108.8250579834
1234785.0000000000	-109.5764312744
1239061.6250000000	-110.4448928833
1243353.1250000000	-111.2171096802
1247659.3750000000	-111.7897186279
1251980.6250000000	-112.1591644287
1256316.7500000000	-112.2259140015
1260668.0000000000	-112.0783996582
1265034.2500000000	-111.8154983521
1269415.6250000000	-111.4653015137
1273810.7500000000	-111.1682281494
1278222.6250000000	-111.0014343262
1282649.6250000000	-110.9837036133
1287092.0000000000	-111.1901092529
1291549.8750000000	-111.5777282715
1296023.0000000000	-112.0245361328
1300511.7500000000	-112.4829254150
1305016.0000000000	-112.8156585693
1309534.5000000000	-112.9596633911
1314070.0000000000	-112.9208221436
1318621.1250000000	-112.6862716675
1323188.1250000000	-112.1837539673
1327771.0000000000	-111.5906524658
1332369.6250000000	-111.0135345459
1336984.2500000000	-110.5377883911
1341614.8750000000	-110.3674545288
1346260.0000000000	-110.4917373657
1350922.6250000000	-110.8520812988
1355601.5000000000	-111.4027709961
1360296.6250000000	-112.0422286987
1365007.8750000000	-112.5406188965
1369735.6250000000	-112.8092575073
1374479.6250000000	-112.7857513428
1379240.0000000000	-112.4040374756
1384015.5000000000	-111.6111831665
1388808.8750000000	-110.7145385742
1393619.0000000000	-109.8743286133
1398445.7500000000	-109.2381286621
1403289.1250000000	-108.9880752563
1408149.3750000000	-109.1911926270
1413026.5000000000	-109.6653213501
1417920.3750000000	-110.0921707153
1422829.7500000000	-109.9108886719
1427757.6250000000	-107.7128982544
1432702.6250000000	-103.6870880127
1437664.7500000000	-99.5828781128
1442644.0000000000	-95.9188003540
1447640.6250000000	-92.9462738037
1452654.3750000000	-90.7123107910
1457685.6250000000	-89.3955078125
1462732.6250000000	-88.7888870239
1467798.7500000000	-88.8908615112
1472882.3750000000	-89.7117233276
1477983.6250000000	-91.2688140869
1483102.6250000000	-93.5965728760
1488239.2500000000	-96.8813629150
1493393.6250000000	-100.8621368408
1498566.0000000000	-105.0554122925
1503754.5000000000	-108.4342727661
1508962.7500000000	-110.1788253784
1514189.0000000000	-110.3073348999
1519433.2500000000	-109.9522857666
1524695.7500000000	-109.8322219849
1529976.5000000000	-110.1134719849
1535275.5000000000	-110.8043670654
1540592.8750000000	-111.7911834717
1545926.8750000000	-112.8495864868
1551281.1250000000	-113.6997299194
1556654.0000000000	-114.1139373779
1562045.3750000000	-114.0141220093
1567455.3750000000	-113.5361938477
1572884.2500000000	-112.8784942627
1578331.8750000000	-112.2659988403
1583798.3750000000	-111.9009246826
1589283.7500000000	-111.9096145630
1594786.3750000000	-112.3135681152
1600309.8750000000	-113.0208663940
1605852.5000000000	-113.8320388794
1611414.2500000000	-114.4918060303
1616995.3750000000	-114.8033905029
1622595.7500000000	-114.8066177368
1628215.5000000000	-114.5811004639
1633854.7500000000	-114.2201766968
1639511.7500000000	-113.8569793701
1645190.1250000000	-113.6316070557
1650888.1250000000	-113.6347961426
1656605.8750000000	-113.8669509888
1662343.5000000000	-114.2378616333
1668101.0000000000	-114.6118698120
1673878.3750000000	-114.8776550293
1679675.7500000000	-114.9867248535
1685491.3750000000	-114.9251785278
1691329.0000000000	-114.6897659302
1697186.8750000000	-114.3381652832
1703065.0000000000	-114.0200881958
1708963.5000000000	-113.8996353149
1714882.3750000000	-114.0548629761
1720821.7500000000	-114.4142837524
1726781.7500000000	-114.8294677734
1732760.5000000000	-115.1672363281
1738761.8750000000	-115.3840332031
1744784.0000000000	-115.4943084717
1750826.8750000000	-115.5097961426
1756890.8750000000	-115.4455642700
1762975.7500000000	-115.3562850952
1769081.7500000000	-115.3180923462
1775208.8750000000	-115.4029312134
1781355.2500000000	-115.5674896240
1787524.8750000000	-115.7421035767
1793715.8750000000	-115.8676910400
1799928.3750000000	-115.9097976685
1806162.3750000000	-115.8274002075
1812417.8750000000	-115.5770645142
1818695.1250000000	-115.1972961426
1824994.1250000000	-114.8482284546
1831312.8750000000	-114.7101440430
1837655.5000000000	-114.8578262329
1844020.1250000000	-115.2172775269
1850406.8750000000	-115.6124191284
1856815.6250000000	-115.8714447021
1863246.6250000000	-115.8720626831
1869699.8750000000	-115.4874496460
1876175.5000000000	-114.6793060303
1882671.5000000000	-113.6936340332
1889192.0000000000	-112.7975997925
1895735.2500000000	-112.9881820679
1902301.0000000000	-113.6980133057
1908889.5000000000	-113.9273376465
1915500.8750000000	-111.3653182983
1922135.1250000000	-106.2198104858
1928792.3750000000	-101.2327651978
1935470.5000000000	-97.3248519897
1942173.8750000000	-94.5868453979
1948900.5000000000	-92.9792861938
1955650.5000000000	-92.4647445679
1962423.7500000000	-93.7789840698
1969220.5000000000	-97.4667434692
1976040.8750000000	-101.4005279541
1982884.7500000000	-106.3531951904
1989750.2500000000	-111.3187026978
1996641.6250000000	-113.7896270752
2003556.8750000000	-113.7759552002
2010496.1250000000	-113.2794113159
2017459.3750000000	-113.2840957642
2024446.7500000000	-114.3031997681
2031458.3750000000	-115.3374252319
2038494.2500000000	-116.1837463379
2045554.5000000000	-116.5766372681
2052636.8750000000	-116.4629821777
2059746.1250000000	-115.4931259155
2066879.8750000000	-114.4618148804
2074038.5000000000	-114.2193374634
2081221.7500000000	-114.4940185547
2088430.0000000000	-115.1942214966
2095663.2500000000	-116.0475845337
2102921.5000000000	-116.8523178101
2110202.5000000000	-116.9442291260
2117511.0000000000	-116.6510696411
2124845.0000000000	-116.2400436401
2132204.2500000000	-115.8802719116
2139589.0000000000	-115.8019638062
2146999.5000000000	-116.2342605591
2154435.5000000000	-116.6707000732
2161897.2500000000	-117.0156478882
2169382.5000000000	-117.1106872559
2176896.0000000000	-116.6712036133
2184435.7500000000	-116.1159439087
2192001.2500000000	-115.6391525269
2199593.2500000000	-115.5922164917
2207211.5000000000	-116.2758789063
2214856.0000000000	-116.9294509888
2222527.0000000000	-117.4146728516
2230222.2500000000	-117.5861206055
2237946.5000000000	-117.3488006592
2245697.5000000000	-117.0806961060
2253475.5000000000	-116.8781814575
2261280.2500000000	-116.9229507446
2269112.0000000000	-117.2870712280
2276971.0000000000	-117.5644531250
2284857.2500000000	-117.7358169556
2292768.2500000000	-117.7372360229
2300709.0000000000	-117.4903259277
2308677.5000000000	-117.1976776123
2316673.5000000000	-116.9064941406
2324697.2500000000	-117.0430679321
2332748.7500000000	-117.4045028687
2340828.0000000000	-117.9479293823
2348935.2500000000	-118.1326141357
2357068.2500000000	-117.8019180298
2365231.7500000000	-116.5868072510
2373423.7500000000	-115.4292984009
2381644.0000000000	-115.1740646362
2389892.7500000000	-115.8070373535
2398170.0000000000	-116.3858108521
2406475.7500000000	-113.5777816772
2414810.5000000000	-104.8936462402
2423171.5000000000	-99.0976867676
2431564.0000000000	-95.4475631714
2439985.7500000000	-94.1778106689
2448436.5000000000	-94.7182312012
2456916.5000000000	-97.4878311157
2465426.0000000000	-102.8918075562
2473964.7500000000	-109.5399017334
2482533.2500000000	-115.8504180908
2491128.7500000000	-116.3473205566
2499756.5000000000	-115.9438858032
2508414.2500000000	-116.1706924438
2517102.2500000000	-117.2676544189
2525820.0000000000	-118.3283157349
2534568.0000000000	-118.5318222046
2543346.5000000000	-117.9628982544
2552155.2500000000	-116.8503036499
2560994.5000000000	-116.0679244995
2569861.5000000000	-116.2324523926
2578762.2500000000	-117.3887939453
2587693.5000000000	-118.6155700684
2596656.0000000000	-119.0675811768
2605649.2500000000	-119.0852584839
2614673.7500000000	-118.9376296997
2623729.7500000000	-118.8151168823
2632816.7500000000	-118.8614883423
2641932.5000000000	-119.0569305420
2651082.7500000000	-119.1800079346
2660264.7500000000	-118.8171386719
2669478.5000000000	-117.5857849121
2678724.0000000000	-116.4161148071
2688001.7500000000	-116.2873764038
2697311.5000000000	-117.1718444824
2706653.5000000000	-118.4410781860
2716024.7500000000	-119.1808624268
2725431.7500000000	-119.0967254639
2734871.0000000000	-118.7083816528
2744343.2500000000	-118.4557952881
2753848.0000000000	-118.6275939941
2763386.0000000000	-119.1872329712
2772956.7500000000	-119.7618026733
2782560.7500000000	-119.7606048584
2792195.0000000000	-119.2326278687
2801865.5000000000	-118.6077423096
2811569.7500000000	-118.5109024048
2821307.5000000000	-119.1688613892
2831079.0000000000	-119.6691207886
2840884.2500000000	-119.5897521973
2850723.5000000000	-118.9368209839
2860597.0000000000	-117.9751358032
2870501.2500000000	-117.6340637207
